brand,model,spec,Model Year,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,Trim,Model Year,Body Style,Number of Cylinders,Engine Type,Fuel,Model Drive,Transmission Type,Car Weight in Kg,Displacement in Litres,Engine Power (HP),Engine Torque (lbf),Weight in lbs,Country of Origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Forester,2.0D,2015,42,61.3,64.2,66.2,69.1,71.7,2.5i Touring PZEV 4dr SUV AWD (2.5L 4cyl CVT),2015,SUV,4,Flat,Regular Unleaded,All Wheel Drive,Automatic,3433,2.5,168,128,7568,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,CX-5,2.2,2015,44.2,55.8,61,64.1,68.1,71.9,Sport 4dr SUV AWD w/Prod. End 05/14 (2.0L 4cyl 6A),2015,SUV,4,Inline,Regular Unleaded,All Wheel Drive,Automatic,3415,2,153,111,7529,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Tiguan,2,2016,37.9,55.8,59,62.2,64.3,67.6,R-Line 4dr SUV (2.0L 4cyl Turbo 6A),2016,SUV,4,Inline,Gasoline - Premium,Front Wheel Driv,Automatic,3404,2,197,153,7504,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Tiguan,1.4,2017,42.9,57.8,61.5,65.3,67.2,70.6,SEL 4dr SUV (2.0L 4cyl Turbo 6A),2017,SUV,4,Inline,Gasoline - Premium,Front Wheel Driv,Automatic,3404,2,197,153,7504,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Tiguan,2.0d,2018,43.1,52.6,58.4,63.8,66.2,68.8,S 4dr SUV (2.0L 4cyl Turbo 6A),2018,SUV,4,Inline,Gasoline - Premium,Front Wheel Driv,Automatic,3404,2,197,153,7504,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Rogue,2.5,2016,43.2,53.4,59.8,63.3,65.4,67.5,S 4dr SUV (2.5L 4cyl CVT),2016,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,3393,2.5,168,129,7480,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Forester,2.0d,2018,42.9,53.5,59.6,65.8,68.2,70.8,2.5i PZEV 4dr SUV AWD (2.5L 4cyl CVT),2018,SUV,4,Flat,Regular Unleaded,All Wheel Drive,Automatic,3366,2.5,168,128,7421,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Tucson,1.6,2015,33.5,53.8,59.9,62.6,67,70.2,Limited 4dr SUV (2.4L 4cyl 6A),2015,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,3294,2.4,180,131,7262,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Outlander,Hybrid,2018,49.1,56.1,61.5,65.3,67.7,70.8,ES 4dr SUV (2.4L 4cyl CVT),2018,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,3285,2.4,164,119,7242,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeep,Compass,1.6,2018,44.1,54.1,60,65.8,68.2,70.8,Limited 4dr SUV (2.4L 4cyl 6A),2018,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,3192,2.4,170,122,7037,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Tahoe,5.3 V8,2014,39.1,49.9,56.5,60.2,62.5,64.8,LS 4dr SUV (5.3L 8cyl 6A),2014,SUV,8,V,Flex-Fuel (Unleaded/E85),Rear Wheel Drive,Automatic,2480,5.3,316,247,5467,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5,3.0 V6,2014,40.3,50.7,57.2,60.5,63.5,66.5,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2014,SUV,8,V,Gasoline - Premium,All Wheel Drive,Automatic,2336,4.4,439,353,5150,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5,xDrive 30d,2014,41.6,56.2,60.1,63.9,65.7,67.3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,SUV,6,Inline,Gasoline - Premium,All Wheel Drive,Automatic,2173,3,296,218,4791,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5,xDrive 50i,2014,46.1,55.2,58.2,61.2,64.4,67.7,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,SUV,6,Inline,Gasoline - Premium,All Wheel Drive,Automatic,2173,3,296,218,4791,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,4Runner,4.0 V6,2014,43.5,51.7,57,59.2,63,66.8,Trail Premium 4dr SUV 4WD (4.0L 6cyl 5A),2014,SUV,6,V,Regular Unleaded,Four Wheel Drive,Automatic,2155,4,266,205,4751,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,3.6 V6,2014,51.2,57.3,61,63.1,64.3,65.6,Summit 4dr SUV (3.6L 6cyl 8A),2014,SUV,6,V,Flex-Fuel (Unleaded/E85),Rear Wheel Drive,Automatic,2143,3.6,286,192,4724,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Touareg,3.0 V6 TDI,2014,41,56.2,59.6,62.9,65.7,67.3,V6 Sport 4dr SUV AWD w/Navigation (3.6L 6cyl 8A),2014,SUV,6,V,Gasoline - Premium,All Wheel Drive,Automatic,2137,3.6,276,196,4711,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,Cayenne,Turbo,2014,48.9,57.8,60.5,63.3,64.3,67.6,GTS 4dr SUV AWD (4.8L 8cyl 8A),2014,SUV,8,V,Gasoline - Premium,All Wheel Drive,Automatic,2085,4.8,414,280,4597,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Q5,2.0 TDI,2014,41.6,57.2,60.6,63.9,67.6,69.3,TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2014,SUV,6,V,Diesel,All Wheel Drive,Automatic,2030,3,237,316,4475,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,SQ5,3.0 V6,2014,42.7,55.6,58.4,63.3,65.3,68.6,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2014,SUV,6,V,Gasoline - Premium,All Wheel Drive,Automatic,2000,3,349,256,4409,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Highlander,3.5 V6,2014,40.7,51.5,58.1,61.8,63.8,65.9,LE 4dr SUV AWD (3.5L 6cyl 6A),2014,SUV,6,V,Regular Unleaded,All Wheel Drive,Automatic,1995,3.5,266,183,4398,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3,xDrive 20d,2014,41.2,57.2,60.6,63.8,66.6,68.3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,SUV,6,Inline,Gasoline - Premium,All Wheel Drive,Automatic,1915,3,296,221,4222,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,CR-V, ,2014,46.4,56.6,61.7,63.8,66.7,69,LX 4dr SUV (2.4L 4cyl 5A),2014,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,1499,2.4,182,120,3305,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Outlander,PHEV,2014,44,55.6,59.6,64.6,67.8,70.2,SE 4dr SUV (2.4L 4cyl CVT),2014,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,1495,2.4,164,119,3296,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Tucson,2.4,2014,43.5,54.2,60.7,64.6,66.1,67.7,SE 4dr SUV (2.4L 4cyl 6A),2014,SUV,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,1494,2.4,180,131,3294,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Tundra,4.6 V8,2016,43.8,55.3,62.3,66.6,67.9,69.3,SR5 4dr Double Cab SB (5.7L 8cyl 6A),2016,Standard Pickup Trucks,8,V,Regular Unleaded,Rear Wheel Drive,Automatic,5165,5.7,376,296,11387,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,V70,1.6D Drive,2010,46,58.8,61.9,64.3,66.4,70.4,3.2,2010,Station Wagon,6,in-line,Diesel,Front,Automatic,1598,3.2,235,236,3523,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,3.5 V6,2008,40.1,53.4,61.6,66.5,68.1,69.7,Tourer 2.0 Comfort Automatic,2008,Station Wagon,4,in-line,Gasoline - Premium,Front,Automatic,1532,2,153,140,3377,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A5,2.0 TFSI,2016,37.9,55.8,59.5,63.3,65.2,68.6,2.0T Premium Plus quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8,2016,Subcompact,4,Inline,Gasoline - Premium,All Wheel Drive,Automatic,4045,2,217,190,8918,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A5,2.0 TDI,2018,40.9,52.5,58.6,65.3,67.7,69.8,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2018,Subcompact,4,Inline,Gasoline - Premium,All Wheel Drive,Automatic,3682,2,217,190,8117,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Yaris,1.5,2018,38.9,52.5,59.3,67.8,70.2,72.8,LE 2dr Hatchback (1.5L 4cyl 4A),2018,Subcompact,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,2335,1.5,105,76,5148,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Yaris,Hybrid,2018,42.1,54.1,60.3,67.3,69.7,71.8,L 2dr Hatchback (1.5L 4cyl 4A),2018,Subcompact,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,2335,1.5,105,76,5148,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Q7,3.0 TDI,2010,44.7,55,63.2,66.7,68.8,71.1,TDI Premium Quattro,2010,SUV,6,V,Diesel,AWD,Automatic,2500,3,225,406,5512,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5,M,2010,43,51.9,57.6,59.9,64.7,69.5,M,2010,SUV,8,V,Gasoline,AWD,Automatic,2435,4.4,555,499,5368,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,GX,460,2010,42.3,53.8,60.8,64.9,66.8,68.8,460,2010,SUV,8,V,Gasoline,4WD,Automatic,2406,4.6,301,329,5304,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Touareg,3.0 V6 TDI,2010,43.1,53,61,64.7,66.3,68.3,V6 TDI,2010,SUV,6,V,Diesel,4WD,Automatic,2406,3,225,406,5304,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,Cayenne,Turbo,2010,44.1,54.3,62.5,65.5,68,70.8,Turbo,2010,SUV,8,V,Gasoline,4WD,Automatic,2355,4.8,500,516,5192,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Touareg,V8,2008,42.9,53.7,60.3,64,66.1,68.2,3.6 FSi,2008,SUV,6,V,Gasoline - Premium,4WD,Automatic,2250,3.6,277,266,4960,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,Cayenne,S Hybrid,2011,44.5,53.5,59.3,61.9,65.5,69.1,S Hybrid,2011,SUV,6,V,Gasoline,4WD,Automatic,2240,3,380,426,4938,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hummer,H3,5.3 V8,2008,50.9,59.4,65.2,66.7,74,81.3,Luxury Hydra-Matic,2008,SUV,5,in-line,Gasoline,4WD,Automatic,2231,3.7,,242,4918,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Tahoe,Hybrid,2008,48,56.2,61.3,63.8,66.7,69.7,Hybrid,2008,SUV,8,V,Gasoline / Electric Hybrid,4WD,Automatic,2200,6,333,367,4850,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X6,xDrive 35i,2008,42.2,54.4,62,66.3,68.4,70.6,Sports Activity Coupe,2008,SUV,8,V,Gasoline,4WD,Automatic,2200,4.4,400,610,4850,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X6,xDrive 35d,2009,46.4,57.6,61.4,64.5,67.4,70.3,xDrive 35d,2009,SUV,6,in-line,Diesel,4WD,Automatic,2185,3,282,428,4817,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,CRD,2008,48.4,57.7,63.4,66.6,68.7,70.9,3.0 CRD,2008,SUV,6,V,Diesel,4WD,Automatic,2169,3,215,376,4782,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Hennessey,2008,53.1,62.1,67.9,70.2,75.1,80,3.7 Limited 4x4,2008,SUV,6,V,Gasoline,4WD,Automatic,2043,3.7,210,235,4504,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
