brand,model,spec,Model Year,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,Trim,Model Year,Body Style,Number of Cylinders,Engine Type,Fuel,Model Drive,Transmission Type,Car Weight in Kg,Displacement in Litres,Engine Power (HP),Engine Torque (lbf),Weight in lbs,Country of Origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Passat,1.4,2014,37.1,58.2,61.2,64.3,67.3,70.7,SE 4dr Sedan w/Sunroof | Navigation (1.8L 4cyl 6A),2014,Midsize,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,1461,1.8,168,136,3221,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Prius,Plug-In,2014,44.5,55.6,60.8,65.4,68.5,72,Three 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),2014,Midsize,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,1380,1.8,132,77,3042,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Prius,Wagon,2014,35.5,51.9,61.7,68,68.9,69.8,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),2014,Midsize,4,Inline,Regular Unleaded,Front Wheel Driv,Automatic,1380,1.8,132,77,3042,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Sienna,3.5 V6,2011,41.4,53.6,61,65.4,67.1,68.8,XLE 7 Passenger,2011,Minivan,6,V,Gasoline,AWD,Automatic,2148,3.5,266,245,4735,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysler,Town and Country,3.6 V6,2014,42,53,59.8,63.6,66.1,68.6,Touring 4dr Minivan (3.6L 6cyl 6A),2014,Minivan,6,V,Flex-Fuel (Unleaded/E85),Front Wheel Driv,Automatic,2110,3.6,279,192,4652,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Odyssey,3.5 V6,2011,37.6,53.1,62.5,68.5,69.4,70.3,Touring,2011,Minivan,6,V,Gasoline,Front,Automatic,2060,3.5,248,250,4541,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysler,Grand Voyager,3.8 V6,2008,46.2,56.8,65.3,68.1,71.1,74.5,2.8 CRD Long SE Automatic,2008,Minivan,4,in-line,Diesel,Front,Automatic,2020,2.8,148,266,4453,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,F-150,SVT Raptor,2010,37.5,48.6,55.5,59.1,62.4,65.8,SVT Raptor,2010,Pickup,8,V,Gasoline,4WD,Automatic,2659,5.4,310,364,5862,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,F-150, ,2011,45.2,54.3,60,62.7,65.9,69.1,Harley-Davidson,2011,Pickup,8,V,Gasoline,Rear,Automatic,2546,6.2,411,434,5613,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge,Ram,5.7 V8,2010,39.2,47.5,52.6,55.3,57.8,60.3,1500 Quad Cab 4x4 SLT Short,2010,Pickup,8,V,Gasoline,4WD,Automatic,2537,4.7,310,330,5593,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge,Ram,3.6 V6,2012,40.1,51,57.9,61.3,64.9,68.4,Pickup 1500 Sport,2012,Pickup,8,V,Gasoline,Rear,Automatic,2346,5.7,390,406,5172,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge,Ram,1500,2009,43.5,54.7,61.6,65.3,67.9,70.6,2500 Quad Cab 4x4 Laramie,2009,Pickup,8,V,Gasoline,4WD,Automatic,1691,5.7,345,376,3728,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Silverado,Hybrid,2009,46.3,57.2,63.8,67.7,69.6,71.5,1500 Hybrid Crew Cab 4WD HY1,2009,Pickup,8,V,Diesel / Electric Hybrid,4WD,Automatic,1261,6,332,367,2780,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,LS,600h L,2009,32.9,54.5,60.2,61.2,63.1,66.7,600h L,2009,Sedan,8,V,Gasoline - Premium,4WD,Automatic,2490,5,438,385,5489,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,LS,600h,2008,38.7,48.6,54.8,58.1,60.4,62.8,600h,2008,Sedan,8,V,Gasoline - Premium,4WD,Automatic,2345,5,389,384,5170,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A8,4.2 TDI Quattro,2010,41.7,51.3,59,63.3,64.1,65.2,4.2 Quattro,2010,Sedan,8,V,Gasoline,AWD,Automatic,2000,4.2,350,325,4409,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A8,4.2 V8 FSI,2010,36.6,54.6,58.6,60.7,62.4,65.4,L 4.2 Quattro,2010,Sedan,8,V,Gasoline,AWD,Automatic,2000,4.2,350,325,4409,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Taurus,3.5 V6,2010,43.5,55.7,63.1,67.6,68.8,70.1,SHO,2010,Sedan,6,V,Gasoline,AWD,Automatic,1981,3.5,365,350,4367,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,2.2D,2011,43,52.9,60.8,64.8,66.1,67.8,Supercharged,2011,Sedan,8,V,Gasoline,Rear,Automatic,1953,5,470,423,4306,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysler,300, ,2011,40.9,50.9,57.3,60.4,63.7,67,C,2011,Sedan,8,V,Gasoline,Rear,Automatic,1937,5.7,363,394,4270,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A6,3.0 TDI Quattro,2011,42.2,57.5,61.6,62.4,65.4,67.5,3.0T Premium Quattro,2011,Sedan,6,V,Gasoline,AWD,Automatic,1870,3,300,310,4123,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A6,3.0 TFSI Stationcar,2011,38.7,52.7,58.3,61.3,64.5,66.6,3.0T Premium Quattro,2011,Sedan,6,V,Gasoline,AWD,Automatic,1870,3,300,310,4123,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercury,Grand Marquis,4.6 V8,2010,44.4,55.8,62.8,66.8,69,71.2,LS,2010,Sedan,8,V,Flex-Fuel (Unleaded/E85),Rear,Automatic,1867,4.6,224,274,4116,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,GS,480h,2009,42.3,52,59.8,62.6,65.1,67.9,450h,2009,Sedan,6,V,Gasoline - Premium,Rear,Automatic,1865,3.5,292,271,4112,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,LaCrosse,CXS,2010,44.9,56.3,63.4,67.1,70.1,73.2,CXS,2010,Sedan,6,V,Gasoline,Front,Automatic,1853,3.6,280,259,4085,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,3.0 V6,2010,44.4,54.6,62.8,66.5,68.3,70.5,Premium,2010,Sedan,8,V,Gasoline,Rear,Automatic,1845,5,385,380,4067,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,TL,3.7 V6,2010,39.9,48.4,53.8,56.2,60.2,64.2,SH-AWD,2010,Sedan,6,V,Gasoline,AWD,Automatic,1797,3.7,305,273,3962,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,TSX,2.4,2009,42.2,54,61.2,65.2,67.9,70.5,Automatic,2009,Sedan,4,in-line,Gasoline,Front,Automatic,1788,2.4,201,170,3942,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,2.7d,2008,47.7,55.1,60.1,63.6,66.6,69.6,2.7,2008,Sedan,6,V,Diesel,Rear,Automatic,1771,2.7,204,322,3904,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S60,2.0T,2010,45.2,55.7,64,64.4,69.7,75.7,T6,2010,Sedan,6,in-line,Gasoline,AWD,Automatic,1769,3,300,325,3900,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S60,T6,2011,38.1,55.4,66.2,71.7,76.7,81.8,T6,2011,Sedan,6,in-line,Gasoline,AWD,Automatic,1769,3,300,325,3900,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,IS,350C,2010,44.4,55.4,62.4,65.9,69.2,72.5,350 C,2010,Sedan,6,V,Gasoline,Rear,Automatic,1760,3.5,306,277,3880,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CTS,Stationcar,2010,42.2,50.7,56.2,58.7,62,65.3,Performance,2010,Sedan,6,V,Gasoline,Rear,Automatic,1756,3,270,223,3871,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,3.0 V6,2008,40.8,61.4,62.4,64,66.7,69.1,4.2,2008,Sedan,8,V,Gasoline - Premium,Rear,Automatic,1749,4.2,294,303,3856,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XJ,3.0D V6,2010,43.5,53.5,61.5,64.6,67,69.6,4.2 Super V8,2010,Sedan,8,V,Gasoline,Rear,Automatic,1734,4.2,400,413,3823,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,GS,350F,2012,40,51.6,58.7,62.9,64.8,66.8,350,2012,Sedan,6,V,Gasoline,Rear,Automatic,1721,3.5,303,274,3794,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Genesis, ,2010,47.7,59.4,66.6,70.6,73,75.3,3.8,2010,Sedan,6,V,Gasoline,Rear,Automatic,1700,3.8,290,264,3748,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Genesis,Coupe,2010,43.7,54.9,62,65.1,70.1,75.2,3.8,2010,Sedan,6,V,Gasoline,Rear,Automatic,1700,3.8,290,264,3748,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Genesis,3.8 V6,2011,46.8,57.6,66.2,68.2,72.1,76.5,3.8,2011,Sedan,6,V,Gasoline,Rear,Automatic,1700,3.8,290,264,3748,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,2.2 I-DTEC Stationcar,2009,45.6,59.5,64.3,66.7,68.4,71.3,2.2i-DTEC Automatic,2009,Sedan,4,in-line,Diesel,Front,Automatic,1685,2.2,148,258,3715,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S80,2,2008,44.3,54.5,62.7,66.8,68.1,69.8,3.0 T6,2008,Sedan,6,in-line,Gasoline - Premium,4WD,Automatic,1680,3,281,295,3704,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,3.0D S,2009,45.4,57.1,61.2,64,66.6,69,3.0 V6,2009,Sedan,6,V,Gasoline,Rear,Automatic,1679,3,235,216,3702,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Avalon,Hybrid,2012,38.5,48.9,55.4,58.7,61.9,65.2,Limited,2012,Sedan,6,V,Gasoline,Front,Automatic,1640,3.5,268,248,3616,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Regal,CXL 2.4,2011,44.5,54.9,61.3,64.9,67,69.1,CXL,2011,Sedan,4,in-line,Gasoline,Front,Automatic,1633,2.4,182,172,3600,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XJ,5.0 V8 LWB,2010,39.9,59,61,62.7,66.6,68,3,2010,Sedan,6,V,Gasoline - Premium,Rear,Automatic,1614,3,235,216,3558,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Hybrid,2011,37.9,52.5,61.4,66.7,68.5,70.2,Hybrid,2011,Sedan,4,in-line,Gasoline / Electric Hybrid,Front,Automatic,1583,2.4,166,154,3490,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Hybrid,2011,38.4,50.4,57.9,61.6,65.9,70.3,Hybrid,2011,Sedan,4,in-line,Gasoline / Electric Hybrid,Front,Automatic,1580,2.4,206,,3483,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,SX Turbo,2011,44.2,53.9,59.9,63.3,65.2,67.1,EX Turbo,2011,Sedan,4,in-line,Gasoline,Front,Automatic,1535,2,274,268,3384,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
